Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,
J,B,1,4,1,248,Volcanic,Dk Grey,1.09,17.13,FP,0,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,6.7,3.8,,114.771,2.556716418,,,,
J,B,1,4,1,249,Chert,Brown,0.54,17.29,FP,15,Angul,,,,,,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,7.07,4.14,,122.2403,2.445544554,,,,
J,B,1,4,1,5155,Volcanic,Grey,0.46,13.65,Flake-b,50,Angul,Hertz,Rmarg,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Step,,,,,10.64,3.43,,145.236,1.282894737,,,,
J,B,1,4,1,5156,Chert,Cream,3.63,15.09,Flake,0,Round,Hertz,,,20.14,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,,18.57,9.77,12.43,280.2213,0.812600969,,,,
J,B,1,4,1,5157,Chert,Grey,0.26,7.57,Flake-b,0,,Bending,Long,,4.64,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,Rlat,,,,,,Feather,,,,,7.28,2.65,2.72,55.1096,1.039835165,,,,
J,B,1,4,1,5158,Chert,Grey,0.25,10.57,Flake,0,,Hertz,,,2.01,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Step,,1,,,11.58,1.95,1.16,122.4006,0.912780656,,,,
J,B,1,4,1,5159,Chert,Brown,0.04,6.33,Flake-b,0,,Hertz,Dist,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,,,,,,6.04,0.86,,38.2332,1.048013245,,,,
J,B,1,4,1,5160,Volcanic,Grey,0.34,5.88,Flake,0,,Bending,,,7.39,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,12.59,2.89,2.31,74.0292,0.467037331,,,,
J,B,1,4,1,5161,Chert,Grey,0.55,14.45,FP,0,,,,,,,,,9,,,,,,9,,,,,,,,,,,,,,,,,,,7.07,5.74,,102.1615,2.043847242,,,,
J,B,1,4,1,5162,Volcanic,Grey,0.28,13.72,FP,0,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,8.32,2.7,,114.1504,1.649038462,,,,
J,B,1,4,1,5163,Volcanic,Dk Grey,0.46,12.97,Flake-b,20,Angul,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,1,,,,,Feather,,,,,9.65,2.51,,125.1605,1.344041451,,,,
J,B,1,4,1,5164,Chert,Dk Brown,0.08,6.27,Flake-b,0,,Hertz,Long,,3.24,Single,,No,1,1,,Single,,No,1,1,,,,,,,Rlat,1,,,,,Step,,,,,4.41,2.42,1.4,27.6507,1.421768707,,,,
J,B,1,4,1,5165,Chert,Grey,0.03,5.71,FFrag,0,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,4.92,0.68,,28.0932,1.160569106,,,,
J,B,1,4,1,5166,Chert,Dk Grey,0.05,8.16,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1.81,,21.216,3.138461538,,,,
J,B,1,4,1,5167,Chert,Brown,98.48,52.5,Pebble,100,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,49.41,31.99,,2594.025,1.062537948,,,,
J,B,1,5,1,250,Chert,Grey,2.42,21.36,Flake,0,,Hertz,,,9.2,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,,,,,,Feather,,,,,18.9,5.75,5.26,403.704,1.13015873,,,,
J,B,1,5,1,251,Obsidian,Black,2.89,29.57,Flake,0,Round,Hertz,,,,Focal,,Yes,10,,,Focal,,Yes,10,,,,,,,,,,,,,,Feather,,,,,16.14,5.31,,477.2598,1.832094176,,,,
J,B,1,5,1,252,Quartzite,Grey,1.88,11.82,Flake,20,Angul,Hertz,,,11.85,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,26,5.39,5.07,307.32,0.454615385,,,,
J,B,1,5,1,253,Chert,Brown,0.41,15.02,Flake,0,,Hertz,,,5.21,Single,,No,7,1,,Single,,No,7,1,,,,,,,,,,,,,Feather,,,,,10.06,1.93,2.3,151.1012,1.49304175,,,,
J,B,1,5,1,254,Chert,White,0.26,10.84,Flake,5,Angul,Hertz,,,5.17,Cort,,No,5,0,,Cort,,No,5,0,,,,,,,,,,,,,Hinge,,,,,9.55,2.25,1.93,103.522,1.135078534,,,,
J,B,1,5,1,255,Chert,Grey,0.24,6.01,Flake,0,,Hertz,,,8.15,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,7.53,3.47,2.96,45.2553,0.79814077,,,,
J,B,1,5,1,256,Chert,Brown,1.06,19.69,Flake,0,,Hertz,,,10.7,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,13.49,4.01,1,265.6181,1.459599703,,,,
J,B,1,5,1,257,Chert,Red,0.77,14.44,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,,,,,,Feather,,,,,14.63,3.83,,211.2572,0.987012987,,,,
J,B,1,5,1,258,Chert,Faun,0.86,19.16,Flake,20,Round,Bending,,,13.86,3-scars,,Yes,2,3,,3-scars,,Yes,2,3,,,,,,,,,,,,,Feather,,,,,9.5,3.44,6.79,182.02,2.016842105,,,,
J,B,1,5,1,259,Chert,Red,0.66,9.43,Flake-b,0,,,Trans,,,,,,7,,,,,,7,,,,,,,,Dist,,1,,,,Feather,,,,,14.04,4,,132.3972,0.671652422,,,,
J,B,1,5,1,260,Chert,Grey,0.39,12.31,Flake,0,,Hertz,,,10.37,2-scars,,No,4,2,,2-scars,,No,4,2,,,,,,,,,,,,,Hinge,,,,,8.76,2.71,3.82,107.8356,1.405251142,,,,
J,B,1,5,1,261,Chert,Dk Brown,3.43,20.89,RetF,5,Angul,Hertz,,1,,Partcoll,,Yes,5,,Yes,Partcoll,,Yes,5,,Yes,D-V,Percus,Dist,5.68,5.52,,,,,,1,Feather,,,,,20,8.43,,417.8,1.0445,,,,
J,B,1,5,1,262,Chert,Grey,0.49,12.17,Flake,0,,Hertz,,,8.55,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,11.87,2.78,2.63,144.4579,1.025273799,,,,
J,B,1,5,1,263,Chert,Grey,0.4,18.35,Flake-b,0,,Hertz,Lmarg,,,Partcoll,,No,3,,,Partcoll,,No,3,,,,,,,,,,,,,,Feather,,,,,6.61,3.57,,121.2935,2.776096823,,,,
J,B,1,5,1,264,Chert,Black,0.42,9.99,Flake,0,,Hertz,,,6.14,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,12.48,2.7,3.1,124.6752,0.800480769,,,,
J,B,1,5,1,265,Chert,Grey,0.11,10.17,FFrag,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,Feather,,,,,3.79,3.24,,38.5443,2.683377309,,,,
J,B,1,5,1,266,Chert,Grey,0.1,8.82,Flake,0,,Hertz,,,5.13,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,,,,,,Feather,,,,,5.88,1.96,1.86,51.8616,1.5,,,,
J,B,1,5,1,267,Chert,Grey,1.51,15.81,Flake,0,,Hertz,,,16.59,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Step,,,,,18.68,4.76,6.34,295.3308,0.846359743,,,,
J,B,1,5,1,268,Chert,Brown,1.61,20.19,Flake-b,0,,Hertz,Long,,,Coll,,Yes,5,,,Coll,,Yes,5,,,,,,,,Rlat,,,,,,Feather,,,,,14.45,4.13,,291.7455,1.397231834,,,,
