DATE,SITE,EXCAVATION,HOABINHIAN,FLAKE_TYPE,MASS__G_,MAX_LENGTH,BLOCK_LENG,PERC_LENTH,PROX_WIDTH,MED_WIDTH_,DIST_WIDTH,PROX_THICK,MED_THICKN,DISTALNESS,DIST_THICK,DISTALNES2,PLAT_WIDTH,PLAT_THICK,INT_PLAT_A,EXT_PLAT_A,PLAT_SURFA,OVERHANG_R,INITIATION,BULB_OF_PE,ERAILURE_S,TERMINATIO,RAW_MATERI,DORSAL_COR,PLATFORM_C,DORSAL_SCA,PARALLEL_S,DORSAL_TER,ABERRANT_T,ROTATIONS,CORTEX_LOC,PLAT_PREPA,NON_PLAT_C,LONGEST_FA,FS1_LENGTH,FS1_PROX_W,FS1_MED_WI,FS1_DIST_W,FS1_PLAT_A,FS1_TERMIN,FS2_LENGTH,FS2_PROX_W,FS2_MED_WI,FS2_DIST_W,FS2_PLAT_A,FS2_TERMIN,FS3_LENGTH,FS3_PROX_W,FS3_MED__W,FS3_DIST_W,FS3_PLAT_A,FS3_TERMIN,FS4_LENGTH,FS4_PROX_W,FS4_MED_WI,FS4_DIST_W,FS4_PLAT_A,FS4_TERMIN,FS5_LENGTH,FS5_PROX_W,FS5_MED_WI,FS5_DIST_W,FS5_PLAT_A,FS5_TERMIN,SQUARE,HAPP_BAG,ARTEFACT_C,S1_INVAS,S1_ANGLE,S2_INVAS,S2_ANGLE,S3_INVAS,S3_ANGLE,S4_INVAS,S4_ANGLE,S5_INVAS,S5_ANGLE,S6_INVAS,S6_ANGLE,S7_INVAS,S7_ANGLE,S8_INVAS,S9_INVAS,S9_ANGLE,S10_INVAS,S10_ANGLE,S12_INVAS,S12_ANGLE,S14_INVAS,S14_ANGLE,S16_INVAS,S16_ANGLE,S15_INVAS,S15_ANGLE,S13_INVAS,S13_ANGLE,S11_INVAS,S11_ANGLE,S8_ANGLE,S1_DEPTH,S2_DEPTH,S3_DEPTH,S4_DEPTH,S5_DEPTH,S6_DEPTH,S7_DEPTH,S8_DEPTH,S9_DEPTH,S10_DEPTH,S11_DEPTH,S12_DEPTH,S13_DEPTH,S14_DEPTH,S15_DEPTH,S16_DEPTH,RETOUCH1_L,RETOUCH2_L,RETOUCH3_L,TOTAL_PERI,R6_DEPTH_O,R3_RETOUCH,SCARS,TERMINATI2,RECENT_DAM,NON_CONCHO,HAPP_ARTEF,COMMENTS__,S1_T1,S1_T2,S2_T1,S2_T2,S4_T1,S4_T2,S6_T1,S6_T2,S8_T1,S8_T2,S7_T1,S7_T2,S5_T1,S5_T2,S3_T1,S3_T2,S9_T1,S9_T2,S10_T1,S10_T2,S12_T1,S12_T2,S14_T1,S14_T2,S16_T1,S16_T2,S15_T1,S15_T2,S13_T1,S13_T2,S11_T1,S11_T2
3/1/2005,Tham Lod,23,large side chopper,,471.80,,,35.14,69.23,102.62,85.44,83.10,74.76,17.49,61.34,,90.20,84.26,,,,,,,,,hi-q qtzt,,100.00,,1.00,,0.00,1.10,,OHR,60,35.15,37.76,68.15,57.34,36.03,80.00,Feather,29.09,27.65,31.97,23.50,70.00,Feather,35.46,18.47,29.47,31.81,70.00,Feather,26.44,13.95,24.53,25.21,70.00,Feather,18.93,13.43,18.60,12.10,90.00,Feather,s23w10nwq2,s1287,Core,,,,,1.00,,,,1.00,,,,0.50,,0.50,0.50,,,,,,,,0.50,,,,,,0.50,,,,,,,,,,,,,,,,,,,200.00,,,320.00,52.39,119.62,6.00,5.00,No,Absent,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,520.48,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1275,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,412.56,,,,,,,,,,,,,,,,,,,,,,hi-q qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1275,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,242.31,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1275,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,300.26,,,,,,,,,,,,,,,,,,,,,,Red sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1275,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,468.98,,,38.15,105.72,109.36,93.43,55.24,53.27,23.92,40.19,,103.30,56.04,,,,,,,,,Quartzite,,100.00,,1.00,,0.00,1.00,,OHR,40,35.94,25.18,18.21,24.83,16.49,80.00,Feather,18.46,17.42,26.76,15.55,80.00,Feather,,,,,,,,,,,,,,,,,,,s23w10nwq1,1281,Core,1.00,,0.00,,0.50,,,,0.50,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.00,,,300.00,4.07,89.55,2.00,2.00,No,Present,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,631.30,,,87.33,59.04,61.89,66.58,82.30,82.77,68.25,70.43,,50.79,56.46,,,,,,,,,Red sand,,100.00,,0.00,,1.00,1.00,,Absent,70,87.33,27.06,10.12,26.30,26.37,110.00,Feather,17.28,2.56,11.04,15.97,80.00,Step,,,,,,,,,,,,,,,,,,,s23w10neq3,s1322,Core,0.50,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,10.00,,270.00,,,2.00,2.00,No,Present,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,562.92,,,,,,,,,,,,,,,,,,,,,,red sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq1,s1277,Non-flkd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1974,tabular cobble with 31x15 mm of pitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,961.95,,,93.09,65.89,75.99,48.50,65.19,82.39,48.51,56.70,,56.78,56.83,,,,,,,,,Sandstone,,100.00,,0.00,,1.00,0.00,,OHR,70,83.13,63.11,39.48,54.58,47.10,70.00,Hinge,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1275,Core,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,,,290.00,3.25,33.82,1.00,1.00,No,Present,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,939.90,,,,,,,,,,,,,,,,,,,,,,Red sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1275,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,pebble butted oval,,588.38,,,55.56,79.37,64.36,25.84,109.36,108.12,18.28,62.77,,82.74,94.21,,,,,,,,,hi-q qtzt,,100.00,,1.00,,3.00,0.00,,OHR,30,55.59,40.07,28.46,21.62,11.42,70.00,Hinge,26.56,20.43,20.43,18.69,80.00,Feather,22.59,13.66,18.08,11.36,90.00,Hinge,35.97,26.25,23.62,13.40,80.00,Step,24.24,14.26,18.21,23.70,80.00,Feather,s23w10nwq2,s1287,Core,1.00,,0.50,,1.00,,,,1.00,,,,1.00,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.00,,,310.00,64.80,90.17,7.00,5.00,No,Absent,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,1937.05,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq4,s1296,Non-flkd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1880,oval cobble with distinctive pitting 50x50 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,1170.30,,,,,,,,,,,,,,,,,,,,,,Rd qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq4,s1295,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,1186.20,,,150.24,88.99,86.53,46.94,67.14,65.10,31.52,50.79,,54.51,69.71,,,,,,,,,Blk qtzt,,100.00,,1.00,,0.00,0.00,,Absent,90,151.03,42.14,24.98,21.48,9.43,100.00,Feather,33.86,26.10,33.72,24.65,120.00,Feather,43.58,32.90,42.27,24.66,120.00,Feather,,,,,,,,,,,,,s23w10nwq3,s1283,Core,0.50,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,80.00,,,400.00,31.35,68.08,3.00,3.00,No,Absent,1863,like a hammer with damage-scars...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,pebble-butted almond pick,,1729.05,,,58.76,104.72,99.99,58.65,207.95,187.84,6.71,148.74,,103.84,207.94,,,,,,,,,Quartzite,,100.00,,0.00,,0.00,0.00,,OHR,60,45.58,49.51,34.75,46.68,25.98,90.00,Feather,20.43,14.73,15.66,11.42,100.00,Feather,34.08,27.65,15.21,8.02,100.00,Feather,,,,,,,,,,,,,s23w10nwq4,s1295,Core,1.00,,1.00,,1.00,,1.00,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.00,,,510.00,47.96,110.27,5.00,3.00,Yes,Present,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,15.96,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,6.95,,,,,,,,,,,,,,,,,,,,,,hi-q qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,85.01,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq3,s1321,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,Complete,3.89,20.45,20.27,20.27,19.74,22.64,12.26,6.82,6.71,9.31,3.44,,18.14,6.16,110.00,80.00,Cortical,Present,Herztian,Pronounced,Absent,Hinge,Blk qtzt,0.00,100.00,0.00,0.00,0.00,0.00,0.00,Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Flake,,,,,,,,30.00,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,150.35,,,,,,,,,,,,,,,,,,,,,,red sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq1,s1308,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,29.55,,,,,,,,,,,,,,,,,,,,,,Heamatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1313,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,21.33,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,57.91,,,,,,,,,,,,,,,,,,,,,,Red sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq1,s1282,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,Complete,17.87,35.06,35.43,31.21,36.33,39.05,25.77,11.05,10.51,21.12,6.77,,33.43,11.18,110.00,70.00,1 scar,Absent,Herztian,Pronounced,Absent,Feather,Sandstone,40.00,0.00,1.00,0.00,1.00,0.00,0.00,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq2,s1286,Flake,,,,,,,,40.00,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,16.33,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq2,s1287,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,4.90,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq2,s1286,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,335.76,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq1,s1309,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,93.57,,,,,,,,,,,,,,,,,,,,,,Rd qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1216,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,36.23,,,,,,,,,,,,,,,,,,,,,,Rd qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,16.64,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,16.23,,,,,,,,,,,,,,,,,,,,,,Blk qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,16.26,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1314,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,23,,,75.92,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq3,s1321,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,21,,Complete,266.23,87.88,87.84,87.11,81.85,69.70,52.56,22.22,25.25,14.52,20.16,,83.69,17.54,110.00,90.00,Cortical,Absent,Herztian,Pronounced,Present,Feather,Quartzite,0.00,100.00,2.00,1.00,2.00,1.00,0.00,Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq3,s1185,Flake,,,,,,,,,,,,,,,,,,,,,,0.50,50.00,1.00,70.00,0.50,60.00,0.50,60.00,0.50,50.00,,,,,,,,,,,,20.12,,21.41,10.64,22.12,26.80,120.00,,,280.00,30.40,96.22,,,No,,1659,first real retouched flake... but probably flake-core thing... do GUIR...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,21,,,255.81,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq3,s1?06,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,21,,,60.38,,,,,,,,,,,,,,,,,,,,,,Red sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq4,s1190,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,21,,,167.88,,,,,,,,,,,,,,,,,,,,,,Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq1,s1198,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,Complete,35.87,49.42,33.20,32.72,43.11,33.81,22.62,13.56,12.95,9.52,6.90,,9.82,7.89,120.00,70.00,1 scar,Absent,Herztian,Diffuse,Absent,Feather,Sandstone,30.00,0.00,2.00,0.00,1.00,0.00,1.00,Distal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq4,s1233,Flake,,,,,,,,80.00,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,,12.47,,,,,,,,,,,,,,,,,,,,,,Ind mudst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq4,s1233,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,Complete,97.35,52.65,43.79,43.79,82.37,69.70,37.21,22.15,17.36,8.06,6.86,,80.20,20.67,120.00,60.00,Cortical,Absent,Herztian,Pronounced,Absent,Feather,hi-q qtzt,50.00,100.00,2.00,0.00,2.00,2.00,2.00,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1234,Flake,,,,,,,,40.00,,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,,11.24,,,,,,,,,,,,,,,,,,,,,,Blk qtzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10nwq4,s1233,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,pebble-butted discoid,,465.84,,,22.24,108.65,108.23,100.69,119.50,114.42,6.72,102.45,,107.87,121.33,,,,,,,,,Diorite 1,,100.00,,1.00,,0.00,0.00,,OHR,80,22.36,19.40,12.12,19.77,16.34,80.00,Feather,20.58,12.63,12.63,15.76,70.00,Feather,21.06,12.69,18.00,14.52,70.00,Feather,17.35,18.64,13.17,8.76,80.00,Feather,,,,,,,s23w10nwq3,s1221.1,Core,0.50,0.00,0.50,,0.50,,0.50,,0.50,,0.50,,0.50,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.00,,,460.00,64.91,121.58,4.00,4.00,Yes,Absent,1726,first Hoabinhiod piece (unifacially circumferentially worked pebble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,,894.35,,,28.44,146.92,143.03,136.95,154.38,155.05,7.89,157.79,,145.07,153.31,,,,,,,,,Shale,,50.00,,0.00,,0.00,0.00,,OHR,70,23.21,22.66,15.62,21.24,26.64,50.00,Feather,26.70,21.25,24.55,28.27,40.00,Feather,21.19,18.56,15.17,7.07,70.00,Feather,,,,,,,,,,,,,s23w10nwq3,s1221.2,Core,0.50,,0.50,,,,0.50,,,,,,0.50,,0.50,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.00,50.00,,490.00,41.51,121.89,5.00,3.00,No,Present,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,pebble-butted discoid,,1129.00,,,39.91,138.57,130.93,111.09,135.83,131.71,8.23,128.14,,140.04,150.11,,,,,,,,,hi-q qtzt,,100.00,,1.00,,0.00,0.00,,OHR,80,26.42,28.00,16.46,27.39,31.80,60.00,Feather,34.53,26.56,12.93,7.04,50.00,Feather,27.35,18.68,15.28,12.46,50.00,Feather,38.55,19.51,17.65,24.07,60.00,Feather,27.09,13.79,12.71,9.46,90.00,Feather,s23w10nwq3,s1211.1,Core,1.00,,0.50,,0.00,,0.50,,0.00,,0.50,,0.50,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.00,,,450.00,115.12,116.52,8.00,6.00,No,Absent,1725,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,pebble-butted discoid,,1282.15,,,42.27,170.00,160.00,155.00,115.49,120.77,8.09,119.26,,165.45,124.20,,,,,,,,,hi-q qtzt,,100.00,,1.00,,0.00,0.00,,OHR,90,32.30,29.00,26.81,55.73,46.39,80.00,Feather,28.77,23.09,24.58,22.84,80.00,Feather,25.26,18.22,14.06,6.89,80.00,Feather,27.43,18.30,21.06,26.19,80.00,Feather,21.40,18.54,34.51,19.59,100.00,Feather,s23w10neq3,s1234,Core,,,,,0.50,,,,0.50,,,,0.50,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.00,,,460.00,75.97,162.27,5.00,5.00,No,Absent,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,pebble-butted discoid,,355.31,,,24.79,77.39,81.57,80.26,90.27,98.99,10.79,82.32,,71.10,79.02,,,,,,,,,Diorite 1,,90.00,,1.00,,0.00,0.10,,OHR,80,12.72,22.25,11.84,10.37,6.85,70.00,Feather,20.49,10.73,15.70,19.52,80.00,Feather,19.83,12.58,21.64,31.09,70.00,Feather,,,,,,,,,,,,,s23w10neq1,s1247,Core,0.50,,0.50,,0.50,,,,,,,,,,,0.50,,0.50,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,100.00,,,310.00,30.35,82.04,3.00,3.00,No,Absent,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,,1057.10,,,,,,,,,,,,,,,,,,,,,,Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq4,s1234,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2005,Tham Lod,22,,,369.67,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s23w10neq3,s1268,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
